customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,split,has_international_plan,has_voice_mail_plan,total_minutes,total_calls,total_charges,monthly_revenue,estimated_remaining_months,estimated_clv,feedback_text,feedback_category,sentiment,complaint_intensity
CUST_001502,IN,68,510,No,No,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1,train,0,0,786.4999999999999,349,78.80000000000001,78.80000000000001,18,1418.4,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001503,NM,68,408,No,No,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,0,train,0,0,535.1000000000001,310,48.3,48.3,6,289.8,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001504,VT,159,415,No,No,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,1,train,0,0,696.6,309,75.08,75.08,18,1351.44,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001505,AZ,134,415,No,Yes,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,0,train,0,1,532.3,268,47.790000000000006,47.790000000000006,6,286.74,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001506,VT,113,510,No,No,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,0,train,0,0,684.1,281,69.14,69.14,18,1244.52,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001507,MO,132,408,No,No,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0,train,0,0,623.8,346,64.58,64.58,18,1162.44,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001508,NJ,93,510,Yes,Yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,1,train,1,1,552.5,371,61.01,61.01,12,732.12,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001509,WA,174,408,No,Yes,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,1,train,0,1,517.6,318,55.75000000000001,55.75000000000001,12,669.0,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001510,NY,61,415,No,No,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,0,train,0,0,577.9,310,58.39,58.39,12,700.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001511,DC,91,415,No,Yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0,train,0,1,390.2999999999999,317,43.85,43.85,6,263.1,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001512,NE,88,408,No,Yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0,train,0,1,649.3,326,64.74000000000001,64.74000000000001,18,1165.32,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001513,MA,88,408,No,Yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0,train,0,1,555.5999999999999,367,44.05,44.05,6,264.3,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001514,NM,182,415,No,No,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,0,train,0,0,562.5999999999999,323,44.63999999999999,44.63999999999999,6,267.84,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001515,CO,118,408,No,No,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,0,train,0,0,634.5000000000001,231,62.69,62.69,12,752.28,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001516,NH,103,408,No,No,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,1,train,0,0,551.3,363,52.73,52.73,6,316.38,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001517,IL,65,510,No,No,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,0,train,0,0,524.4,283,54.42,54.42,6,326.52,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001518,UT,61,408,No,Yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,0,train,0,1,420.9,311,46.15,46.15,6,276.9,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001519,WV,172,415,No,No,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,0,train,0,0,718.5999999999999,346,68.22000000000001,68.22000000000001,18,1227.96,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001520,NJ,72,415,No,No,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,0,train,0,0,562.5,322,55.21,55.21,12,662.52,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001521,NM,113,510,No,No,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,0,train,0,0,627.9,313,57.5,57.5,12,690.0,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001522,NM,67,415,No,No,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,0,train,0,0,629.3000000000001,309,64.82,64.82,18,1166.76,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001523,DE,136,415,No,No,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,0,train,0,0,450.1,329,43.2,43.2,6,259.2,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001524,GA,71,415,No,No,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0,train,0,0,577.3000000000001,346,65.54,65.54,18,1179.72,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001525,HI,134,408,No,No,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,0,train,0,0,725.4,362,71.72,71.72,18,1290.96,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001526,NJ,84,415,No,No,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,0,train,0,0,645.1999999999999,351,62.919999999999995,62.919999999999995,12,755.04,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001527,ME,39,408,No,No,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,0,train,0,0,564.3,312,55.04,55.04,12,660.48,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001528,OK,110,510,No,No,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,0,train,0,0,444.1,312,50.54,50.54,6,303.24,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001529,TN,102,510,No,No,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,0,train,0,0,530.4000000000001,296,50.28,50.28,6,301.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001530,WY,70,415,No,No,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,0,train,0,0,607.1,360,58.24,58.24,12,698.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001531,NY,142,415,No,No,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,0,train,0,0,579.4,288,55.059999999999995,55.059999999999995,12,660.72,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001532,RI,17,415,No,No,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,0,train,0,0,699.3000000000001,315,62.17,62.17,12,746.04,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001533,PA,119,408,No,No,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,1,train,0,0,755.7,260,79.03,79.03,18,1422.54,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001534,MD,108,415,Yes,Yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1,train,1,1,555.4,303,51.0,51.0,6,306.0,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001535,VA,90,415,No,No,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,0,train,0,0,415.2999999999999,360,38.54,38.54,6,231.24,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001536,IN,100,415,No,Yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,0,train,0,1,484.8,369,58.09,58.09,12,697.08,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001537,OR,155,408,No,Yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0,train,0,1,578.0999999999999,268,51.150000000000006,51.150000000000006,6,306.9,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001538,AZ,113,510,No,No,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,1,train,0,0,543.1,306,51.669999999999995,51.669999999999995,6,310.02,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001539,WI,123,415,No,No,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,0,train,0,0,593.8,273,56.7,56.7,12,680.4,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001540,VA,145,408,No,No,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,0,train,0,0,622.0,348,59.629999999999995,59.629999999999995,12,715.56,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001541,MO,42,415,No,No,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,0,train,0,0,673.0,285,63.35,63.35,12,760.2,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001542,NV,125,510,No,No,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0,train,0,0,598.4,305,57.48,57.48,12,689.76,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001543,HI,131,415,No,Yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,0,train,0,1,604.2,292,58.66,58.66,12,703.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001544,WA,107,415,No,No,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,0,train,0,0,603.5999999999999,236,68.17999999999999,68.17999999999999,18,1227.24,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001545,IL,48,408,No,No,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,0,train,0,0,552.5,266,58.9,58.9,12,706.8,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001546,IL,76,510,No,No,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,0,train,0,0,636.3,300,62.17,62.17,12,746.04,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001547,LA,128,415,No,No,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,0,train,0,0,653.5,327,59.23,59.23,12,710.76,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001548,WI,73,415,No,No,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,0,train,0,0,617.4,291,60.43000000000001,60.43000000000001,12,725.16,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001549,TX,52,415,No,No,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,1,train,0,0,471.5,302,47.5,47.5,6,285.0,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001550,NC,124,415,No,No,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,0,train,0,0,594.8000000000001,333,58.989999999999995,58.989999999999995,12,707.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001551,WA,137,408,No,No,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,0,train,0,0,666.8000000000001,355,67.62,67.62,18,1217.16,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001552,MS,107,510,No,Yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,0,train,0,1,578.3000000000001,257,62.0,62.0,12,744.0,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001553,KY,147,408,No,No,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,0,train,0,0,583.3,285,63.31,63.31,12,759.72,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001554,RI,116,510,No,No,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,0,train,0,0,400.1,286,42.77,42.77,6,256.62,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001555,NY,60,510,No,Yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,0,train,0,1,672.9,275,67.85,67.85,18,1221.3,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001556,TX,38,510,No,No,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,0,train,0,0,375.4,274,40.61,40.61,6,243.66,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001557,DE,63,408,No,No,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,0,train,0,0,540.0,296,51.42999999999999,51.42999999999999,6,308.58,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001558,NM,94,415,No,No,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,0,train,0,0,612.4,326,53.07000000000001,53.07000000000001,6,318.42,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001559,RI,131,415,No,No,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,0,train,0,0,465.0,359,45.279999999999994,45.279999999999994,6,271.68,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001560,MS,158,510,No,No,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0,train,0,0,563.5,297,57.349999999999994,57.349999999999994,12,688.2,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001561,NY,139,510,No,No,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,1,train,0,0,629.9,336,67.21,67.21,18,1209.78,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001562,WI,140,415,No,No,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0,train,0,0,557.3,312,53.24,53.24,6,319.44,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001563,SD,52,510,No,Yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,0,train,0,1,603.8,295,54.24,54.24,6,325.44,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001564,VA,103,510,No,No,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,0,train,0,0,601.9000000000001,320,59.51,59.51,12,714.12,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001565,CO,85,510,No,Yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,0,train,0,1,678.6999999999999,299,76.94000000000001,76.94000000000001,18,1384.92,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001566,WA,71,408,No,No,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,0,train,0,0,468.69999999999993,296,46.27,46.27,6,277.62,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001567,NV,177,415,No,Yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0,train,0,1,652.0999999999999,294,68.30000000000001,68.30000000000001,18,1229.4,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001568,SC,49,415,Yes,No,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,1,train,1,0,630.1,303,69.94999999999999,69.94999999999999,18,1259.1,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001569,RI,106,510,Yes,No,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,1,train,1,0,549.8,250,59.97,59.97,12,719.64,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001570,ID,60,510,No,No,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,0,train,0,0,609.8,247,63.89,63.89,18,1150.02,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001571,KY,43,408,No,No,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,0,train,0,0,646.6,299,59.8,59.8,12,717.6,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001572,SD,125,415,No,No,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,0,train,0,0,628.0,257,62.5,62.5,12,750.0,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001573,SC,114,510,No,Yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,0,train,0,1,604.8000000000001,272,56.209999999999994,56.209999999999994,12,674.52,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001574,TN,112,415,No,No,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,1,train,0,0,674.1,312,77.13999999999999,77.13999999999999,18,1388.52,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001575,MT,101,408,No,Yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,0,train,0,1,535.5000000000001,325,49.93000000000001,49.93000000000001,6,299.58,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001576,WI,70,415,No,No,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,0,train,0,0,313.0,273,23.25,23.25,6,139.5,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001577,AK,59,408,No,No,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,0,train,0,0,475.49999999999994,329,50.32,50.32,6,301.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001578,AZ,59,408,No,No,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,0,train,0,0,560.5,298,54.14000000000001,54.14000000000001,6,324.84,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001579,DE,99,415,No,No,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,0,train,0,0,593.9,315,55.55,55.55,12,666.6,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001580,VA,150,510,No,No,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,0,train,0,0,578.0,316,58.66,58.66,12,703.92,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001581,MA,81,510,No,No,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,0,train,0,0,560.8000000000001,267,60.489999999999995,60.489999999999995,12,725.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001582,IN,86,510,No,No,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,0,train,0,0,701.1,286,70.26,70.26,18,1264.68,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001583,MD,84,510,No,No,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,0,train,0,0,435.9,267,49.5,49.5,6,297.0,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001584,NV,118,510,No,Yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,0,train,0,1,741.6000000000001,341,78.37,78.37,18,1410.66,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001585,CO,89,415,No,No,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,0,train,0,0,672.4,343,66.42,66.42,18,1195.56,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001586,KS,93,415,No,No,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,0,train,0,0,575.0000000000001,273,67.28,67.28,18,1211.04,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001587,AR,85,415,No,No,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,0,train,0,0,471.9,283,43.26,43.26,6,259.56,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001588,WY,160,408,No,No,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,0,train,0,0,447.2,274,40.69,40.69,6,244.14,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001589,PA,28,415,No,No,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,0,train,0,0,532.4,294,53.71999999999999,53.71999999999999,6,322.32,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001590,TX,73,408,No,No,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,1,train,0,0,689.5,342,76.36999999999999,76.36999999999999,18,1374.66,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001591,NY,156,408,No,No,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,0,train,0,0,631.9999999999999,333,60.58999999999999,60.58999999999999,12,727.08,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001592,OR,33,415,Yes,No,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,0,train,1,0,555.1999999999999,346,58.2,58.2,12,698.4,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001593,CA,77,510,No,No,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,0,train,0,0,643.5999999999999,267,63.11,63.11,12,757.32,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001594,NY,119,415,No,No,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,0,train,0,0,546.0,283,51.93,51.93,6,311.58,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001595,AR,91,510,No,Yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,0,train,0,1,557.7,273,57.59,57.59,12,691.08,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001596,MI,102,510,No,No,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,0,train,0,0,670.1,304,71.14,71.14,18,1280.52,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001597,OK,86,415,No,Yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,0,train,0,1,570.1,308,68.36999999999999,68.36999999999999,18,1230.66,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001598,TX,82,415,No,No,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,0,train,0,0,502.3,307,48.13,48.13,6,288.78,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001599,NC,89,408,No,No,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0,train,0,0,479.1,367,45.24,45.24,6,271.44,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001600,ID,86,415,No,No,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,0,train,0,0,589.3,323,60.629999999999995,60.629999999999995,12,727.56,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001601,OR,92,415,No,No,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,0,train,0,0,560.5,272,59.81999999999999,59.81999999999999,12,717.84,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001602,SD,87,510,No,No,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,0,train,0,0,553.6,283,57.940000000000005,57.940000000000005,12,695.28,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001603,NE,64,408,No,No,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0,train,0,0,569.0,290,67.37,67.37,18,1212.66,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001604,RI,80,510,No,No,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,0,train,0,0,649.2,302,66.99000000000001,66.99000000000001,18,1205.82,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001605,MD,165,415,No,Yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,0,train,0,1,542.2,324,54.38,54.38,6,326.28,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001606,ID,153,415,No,Yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,0,train,0,1,625.9,323,60.7,60.7,12,728.4,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001607,SD,108,415,No,No,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,0,train,0,0,692.7,271,71.57000000000001,71.57000000000001,18,1288.26,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001608,NY,104,415,No,Yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,0,train,0,1,577.6999999999999,317,59.27,59.27,12,711.24,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001609,DE,115,408,No,No,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,0,train,0,0,494.1,256,47.900000000000006,47.900000000000006,6,287.4,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001610,OK,87,415,No,No,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,0,train,0,0,507.6,306,55.49,55.49,12,665.88,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001611,IN,119,510,No,No,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0,train,0,0,542.4,364,54.49,54.49,6,326.94,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001612,NV,69,415,No,No,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,0,train,0,0,617.9,334,57.95,57.95,12,695.4,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001613,SD,93,510,No,No,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,1,train,0,0,792.0,312,84.67999999999999,84.67999999999999,18,1524.24,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001614,OK,154,415,Yes,No,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,1,train,1,0,549.4,326,54.53,54.53,6,327.18,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
